"adult","belongs_to_collection","budget","genres","homepage","id","imdb_id","original_language","original_title","overview","popularity","poster_path","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","video","vote_average","vote_count"
"False","","0","[{'id': 35, 'name': 'Comedy'}]","","72178","tt0091682","en","One Night Only","A group of female friends get together with some hired ""ladies of the evening"", and make some quick cash for throwing a raunchy party for the local hockey team.","0.004425","/oYAduyoeg3UWSzAvnGqagelLHTP.jpg","[]","[]","1986-01-06","0","87","[]","Released","What fantasy could be worth $50,000?","One Night Only","False","10","1"
"False","","0","[{'id': 35, 'name': 'Comedy'}]","","322460","tt0064192","en","Crooks and Coronets","Two crooks are hired to rob an eccentric old lady's estate, but once they get to know her, they can't bring themselves to do it.","0.279551","/wrLYTSVCwi2dYzyY95aFK8ZZnKV.jpg","[{'name': 'Herman Cohen Productions', 'id': 14093}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","1969-04-02","0","106","[{'iso_639_1': 'en', 'name': 'English'}]","Released","The caper could get $5,000,000. All these American hoods had to do was knock off the nice old lady in World War I flying garb, the eccentric gentleman with the crossbow and the man-eating lion.","Crooks and Coronets","False","10","1"
"False","","0","[]","","139215","tt1247658","en","Garrison Keillor: The Man on the Radio in the Red Shoes","Americas foremost humorist and commentator, Garrison Keillor, takes his skits and jokes, music and monologues across the country in his traveling radio show, spinning his stories into American gold. This free form, intimate look at the private man in the public spotlight goes behind the scenes of Americas most popular radio show, A Prairie Home Companion, and inside the imagination of the man who created it.","0.059671","/y65AKAO3vBlvKMZOm7aQ8XB4EiM.jpg","[]","[]","2009-07-01","0","86","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Garrison Keillor: The Man on the Radio in the Red Shoes","False","10","1"
"False","","0","[{'id': 18, 'name': 'Drama'}]","http://ellen.realfictionfilme.de/","81616","tt1468721","de","Im Alter von Ellen","A German flight attendant's life spirals downward after she leaves her husband, quits her job, and joins a radical group of animal rights activists.","0.123257","/oGF9hN2xYA4hHv6IxbXp03aYNW5.jpg","[{'name': 'Pandora Filmproduktion', 'id': 254}, {'name': 'ARTE', 'id': 5766}, {'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]","2010-08-06","0","97","[{'iso_639_1': 'de', 'name': 'Deutsch'}]","Released","","At Ellenâ€™s Age","False","10","2"
"False","","0","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","","146679","tt0241218","en","Backyard Dogs","Two teenage boys aspire to win a backyard wrestling championship and a chance to appear on a national TV show.","0.9854","/ayrCNUHTsk817uAvaK0bnqCyNO.jpg","[{'name': 'PM Entertainment Group', 'id': 1647}, {'name': 'Barnholtz Entertainment', 'id': 11860}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2001-11-20","0","96","[{'iso_639_1': 'en', 'name': 'English'}]","Released","For the fame and the fortune, they'll fight like dogs","Backyard Dogs","False","10","1"
"False","","0","[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]","","72886","tt0363828","en","Mortal Kombat: The Journey Begins","The heroes from the hard-hitting MORTAL KOMBAT video game explode onto the screen in this pulse-pounding animated action-adventure video. Discover the origin of your favorite character as Sonya Blade, Johnny Cage and Liu Kang travel to a mystical land to fight Shang Tsung and Goro for their honor, their lives and for the whole human race in a tournament called Mortal Kombat !  Loaded with wall-to-wall action, this revolutionary video features sensational never-before-seen special effects and awesome computer animation so real you won't believe your eyes.","0.714715","/hZQXWyKy9ADG8dyiNnLARQuzJHK.jpg","[{'name': 'Threshold Entertainment', 'id': 4174}, {'name': 'New Line Home Video', 'id': 12314}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1995-08-28","0","54","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Get Tough. Get Mean. Get Ready.","Mortal Kombat: The Journey Begins","False","10","1"
"False","","200","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","","249677","tt3446426","mr","Time Pass","When Cupid strikes the very first time it sees no class or caste barrier. And though the path to reunite with a loved one seems arduous and almost impossible, it's this love which makes a person do good things. Love doesn't remain a Time Pass anymore.","0.110029","/izSvqDBCFZh4aH6nwKhcCdufeBZ.jpg","[{'name': 'Zee Talkies', 'id': 47335}]","[{'iso_3166_1': 'IN', 'name': 'India'}]","2014-01-03","0","143","[{'iso_639_1': 'mr', 'name': ''}]","Released","","Time Pass","False","10","1"
"False","","60000","[{'id': 35, 'name': 'Comedy'}]","http://www.imdb.com/title/tt1274589/","140489","tt1274589","en","The Mother Of Invention","A mockumentary about an aspiring inventor who dreams of winning an annual young inventor award. The only problem is... he's never made an invention that works.","0.367293","/rLBA5XEI7qlJey5ClAVOs9qKDk6.jpg","[{'name': 'One Small Instrument Pictures', 'id': 60014}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2010-06-25","0","105","[]","Released","","The Mother Of Invention","False","10","1"
"False","","0","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","","53315","tt1172063","en","The Kreutzer Sonata","A film by Bernard Rose, based on the novel by Leo Tolstoy with music by Ludwig Van Beethoven. Edgar Hudson meets Abby, a concert pianist, at a dinner party. Abby is involved with someone else but that doesn't stop the two from acting upon their strong attraction to one another. They start to sneak around but it's not long before they realize they should be together. Soon after Abby breaks up with her boyfriend, she becomes pregnant with Edgar's child - something that was not planned.","0.086266","/Ar8cvkv3ByCY6JQ5e6W8StnQT8X.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2008-06-20","0","99","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Love Turns to Jealousy, Jealousy To Rage, Rage To Violence","The Kreutzer Sonata","False","10","1"
"False","","0","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","","5731","tt0076780","en","Summer City","Four friends take a road trip to kick back, hit the pubs, and go surfing. Tension builds among the group between Sandy, a quiet young man who is angered by the obnoxious, womanizing Boo who seduces a teenaged girl while on their trip in one of his usual one night stands. Meanwhile, the girl's psychotic dad is also looking for Boo out of revenge for what he did to his daughter. Boo is in for a major wake up call.","0.076562","/72vcxmidA2aEoG4uFztiRmH8tFC.jpg","[]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]","1977-12-22","0","90","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Summer City","False","10","1"
"False","","0","[{'id': 99, 'name': 'Documentary'}]","","114423","tt0075803","en","Canal Zone","CANAL ZONE is about the people who live and work in the Panama Canal Zone and shows both the operation of the Canal and the various governmental agencies â€” business, military, and civilian â€” related to the functioning of the Canal and the lives of the Americans in the zone. The film includes sequences of ships in transit, the work of special canal pilots, aspects of the civil government, work of the military, and the social, religious and recreational life of the Zonians.","0.03078","/4mmU3xaQ6OWUZVgdC1DbXX4aHrr.jpg","[]","[]","1977-06-13","0","174","[]","Released","","Canal Zone","False","10","1"
"False","","0","[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]","http://www.pawprojectmovie.com/","224100","tt2447750","en","The Paw Project","This is a David and Goliath story of one veterinarian's battle to protect her patients (tigers, lions and even house cats) from big corporations, with their big corporate money, that will shamelessly do anything to animals to increase their bottom line. She starts a grassroots movement that is fueled by passion, but appears to be losing the battle. Then, unexpectedly, she realizes that the corporations accidentally left her a giant loophole. In a scramble to take advantage of this unforeseen gift, she leads the crusade passing legislation protecting animals from de-clawing in seven cities in just six weeks.","0.047234","/2APDMz9l55lYjTjEIlbunhX1Gba.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2013-09-27","0","58","[{'iso_639_1': 'en', 'name': 'English'}]","Released","A story about the fight for those who have no voice.","The Paw Project","False","10","1"
"False","","0","[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]","http://ohmygomez.com/mariposa","324578","tt3919820","es","Mariposa","A butterfly, a creature symbolising rebirth and a new beginning, epitomises Rominaâ€™s and GermÃ¡nâ€™s world, a world that consists of two parallel realities. In one of them they grow up as siblings who desire each other and try to give shape to their love without sexual fulfilment; in the other they are a young man and woman who form an awkward friendship instead of succumbing to their feelings for each other. GermÃ¡n finds himself in a discordant relationship with Mariela. Marielaâ€™s brother is interested in Bruno. Bruno is with Romina, but wants to be with GermÃ¡n. Playfully alternating between these two realities, the lovers find themselves drawn into ever new couplings in order to explore their intuitive feelings â€“ cautiously, but at the same time prepared to lose everything.","0.35236","/bX6HbAYnblsfsnFsMzdLO3yDHZo.jpg","[{'name': 'INCAA', 'id': 8205}, {'name': 'Universidad del Cine', 'id': 11999}, {'name': 'Oh My Gomez! Films', 'id': 17047}, {'name': 'Roberto Me DejÃ³ Films', 'id': 89602}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}]","2015-02-07","0","103","[{'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]","Released","Do you believe in parallel universes?","Butterfly","False","10","3"
"False","","0","[]","","135679","tt0762070","en","Andrew Jenks, Room 335","To get to know the world he lives in, college kid Andrew Jenks doesn't take off to remote, exotic places with a backpack, but instead decides to go and stay in a retirement home in Florida for a few weeks. There, he gets acquainted with Tammy, Libby, Dotty and Bill, all of whom are past their prime. These few weeks turn into a valuable experience for Jenks, who approaches the elderly people with an open mind and takes a close look at the less cheerful sides of old age, including decay and dependence.","0.096034","/itlsSDdnkAHa2ZIY8SQIWLve6IK.jpg","[]","[]","2008-01-15","0","90","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Andrew Jenks, Room 335","False","10","1"
